gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
FBgn0000492,0.48257124792667677,-0.008825199228384418,0.20543823815824505,0.6725498719119428,NA
FBgn0000497,2.2483209640962887,-0.05329982858556649,0.21486667673494225,0.03692193728591246,NA
FBgn0000499,965.3041813339893,0.017392120983970027,0.1109719702999249,0.8551242174420857,0.9656499579041571
FBgn0000500,4.590658091007503,0.044664798041536655,0.206957583457733,0.34465113219614035,NA
FBgn0000504,7.053813110232314,0.030212785816334378,0.20437536045017474,0.4875032892973585,0.8276245813828831
FBgn0000520,600.1042172068686,0.058882736510391116,0.14434308340061197,0.5756101746728857,0.8651467718000283
FBgn0000524,891.4345380672564,0.2835610988290415,0.11772242845354852,0.005033350454655037,0.04969463325515288
FBgn0000527,136.81843475849834,-0.43914093162931794,0.22479205210575526,0.005573517111683044,0.05356626203295378
FBgn0000529,0.5022526557833337,-0.0038982601415105075,0.205283988490238,0.7672817680006148,NA
FBgn0000533,6.6949132796504935,0.02505363307156431,0.20012368082251206,0.6449865432593596,0.8993249493177247
FBgn0000535,177.5714659505671,-0.5513801010549918,0.2611793350091695,0.002631121269831997,0.02935498971690578
FBgn0000536,871.5745732963136,0.028665458629007805,0.12287088070679697,0.772571532466117,0.9455848634303775
FBgn0000541,4907.534972269264,-0.06550357117019628,0.14734109402729756,0.5342450551964716,0.8503331811282068
FBgn0000542,161.25236606897138,0.02023030471213338,0.14766161872439815,0.8448116198113171,0.9631537399881278
FBgn0000543,727.2520140091108,0.11461451542343933,0.13421493452554523,0.27307910304894495,0.6752339199870377
FBgn0000546,937.5161500079697,-0.091307943350066,0.11776108034949981,0.345862967851396,0.7407662072638107
FBgn0000547,341.81802190302216,0.4003096100159345,0.21101618235629643,0.008134965000350772,0.07210576538649573
FBgn0000551,1.6186090396782191,4.7345620005642734e-4,0.2040926803309701,0.9859674087669043,NA
FBgn0000552,0,NA,NA,NA,NA
FBgn0000556,196243.90431697966,-0.15892644230520936,0.10693850484052346,0.08960473803142692,0.3743876679897421
FBgn0000557,43.73413082359376,0.11780978894259263,0.19195466931885483,0.2772852305925264,0.67965915116428
FBgn0000559,107460.01909887485,0.013206680600954616,0.09842043192158932,0.8799216541466048,0.9752084868651729
FBgn0000560,0.33091853622728834,7.660302329895092e-4,0.20543497651166032,0.9688416586805942,NA
FBgn0000562,1459.2751425308988,-0.1062721325016826,0.10098900787839765,0.22660618908643484,0.619151418322434
FBgn0000564,0,NA,NA,NA,NA
FBgn0000565,602.0882558660945,0.6607025958032291,0.18917333487093338,4.140157121615269e-5,9.020556995603112e-4
FBgn0000566,798.3232117264005,0.10328493479743378,0.12015045413743136,0.2951140751501081,0.69746567154821
FBgn0000567,261.17791982277623,-1.1804804915909008,0.17230567967274898,4.281630390497991e-13,4.0960930735764114e-11
FBgn0000568,3629.219437847386,-0.10436312296821389,0.16466441232598517,0.3384093301058448,0.7344409007746926
FBgn0000575,1422.247696616876,0.21378417125971483,0.16220836052465326,0.07263218336351557,0.3280074129867282
FBgn0000576,0,NA,NA,NA,NA
FBgn0000577,0.34939796645717247,-0.008471549246927732,0.20587994679839478,0.590659143629018,NA
FBgn0000578,5449.576093651893,-0.28198707366334524,0.11246313122452613,0.0037899606427201516,0.03923363486238784
FBgn0000579,8747.448377396287,0.41143918777049093,0.13644974963703174,4.4750936525953216e-4,0.006884695835591656
FBgn0000581,3447.5268695377686,-0.12142348062236012,0.10904159860088229,0.1908321182842828,0.5699318758241465
FBgn0000588,339.93338618480243,-0.11356477946457193,0.13497718465282066,0.27561406593388565,0.6778770303687146
FBgn0000591,0.12550451503307908,-0.005067517306345423,0.20573187001951126,0.8394799935341549,NA
FBgn0000592,3.2352001993839057,-0.0035573421061137075,0.2020559274954164,0.9252587943872046,NA
FBgn0000594,21.50528093345098,-0.06744886633706647,0.2012451049203861,0.39445014241015847,0.7707561740431219
FBgn0000606,0.8801006189360382,-0.0016110969106840265,0.20480707094778125,0.9340758219173049,NA
FBgn0000611,1381.1130336911558,-0.17365145833079065,0.10785177219955529,0.06255998128611712,0.2997620749823562
FBgn0000615,382.4570142931746,-0.025523840059366275,0.14267796365335983,0.8029965823235912,0.9542033384826557
FBgn0000617,819.3886213671366,0.04028368229379373,0.12861342807784898,0.6899057404164277,0.9158878245616229
FBgn0000618,151.7200266516804,0.18906182999971494,0.17218177700700932,0.1138776815724588,0.4308199744216248
FBgn0000625,0.46409181769679264,0.003952524129197076,0.2051158236005059,0.8676051443900413,NA
FBgn0000629,1117.350005013142,-0.10052114569314849,0.11463292045710916,0.29292216849246255,0.6959557085257172
FBgn0000630,20.76922797392261,-0.0187719386201936,0.19028910212506542,0.7976942728735521,0.9525966975004175
FBgn0000633,24.665116647349482,0.7228020441741411,0.46736551648456276,0.005224697997156069,0.05091939277556202
FBgn0000634,352.3051036741792,0.3033137188154123,0.1471969157328796,0.010285985391308261,0.0864750064766249
FBgn0000635,153.58986533927794,0.15044169413072842,0.22473913539063875,0.1678790679385059,0.5311798714999696
FBgn0000636,50.05556923614417,-0.11336827670468806,0.1866205603581117,0.29434687336828247,0.6967716231638836
FBgn0000639,0.8823489466572274,-0.014973933649913512,0.20572746436933356,0.39873043636874844,NA
FBgn0000640,1.067880391441566,-0.002907579324863893,0.2048748049559499,0.8811555160137341,NA
FBgn0000644,6.040343823748122,-0.07091011000454375,0.21587740705857603,0.18779801414759356,NA
FBgn0000658,3.9539305750251676,0.034323578742203535,0.20399649989098076,0.4755066736772914,NA
FBgn0000659,2.169287693829243,0.029797373090273548,0.20567212853744565,0.4182293471940686,NA
FBgn0000662,1177.0243563933213,-0.10941141232182085,0.09326904282850576,0.18701667771826253,0.5643404535281754
FBgn0000667,1500.482494368838,-0.07228059692756056,0.1302411682806371,0.4968960787223568,0.8321785297595007
FBgn0000709,2264.8015511643252,-0.12322593891633926,0.10803465381685817,0.18086148763083026,0.5530162239351214
FBgn0000711,1054.2211736429344,0.036287072894309734,0.10775548496652003,0.6944359448862336,0.9162993196975684
FBgn0000715,0.16701858745665085,0.001080590298240402,0.20550061098613986,0.9582969853882123,NA
FBgn0000719,2103.486691636774,-0.09206990146644861,0.10373993037401878,0.3035304300116413,0.7058575075789899
FBgn0000721,930.3960841030446,0.06694884444956982,0.09615478114293219,0.4313522819695777,0.7944556412553209
FBgn0000723,2013.9180875397597,-0.055237540782662325,0.10558231529947007,0.540934000027739,0.8528480043560619
FBgn0000808,130.7073705622564,-0.012048112859242871,0.14001533512322775,0.9055551692727425,0.9806308348252686
FBgn0000810,291.93735746063373,-0.016440296662005603,0.15404532405035445,0.8712984229172223,0.9713648187427778
FBgn0000826,125.67270911078512,0.4708901325181359,0.2171228450428327,0.003298820334057287,0.035110078823988235
FBgn0000927,33.96583969484677,0.06694411375419027,0.19120864934332654,0.4575395280177596,0.8129310237517692
FBgn0000928,677.6131234726103,0.4131308079675117,0.1358652621280608,4.020025709285197e-4,0.006277424761422268
FBgn0000964,0.2773918223834849,-0.0011615271340304292,0.20549558272265517,0.9680961680911633,NA
FBgn0000986,2374.763311482779,0.03487459209700356,0.10411251885759805,0.6969010308662456,0.9173628402344646
FBgn0000996,1207.3881606751618,-0.19470315473860583,0.10085066855660327,0.027663503974312355,0.17508999511650322
FBgn0001075,44.385512265840006,-0.002961877251552966,0.17068432416865756,0.9735260458732329,0.9927293898312812
FBgn0001077,0,NA,NA,NA,NA
FBgn0001078,1144.9689565842575,-0.003665583128735016,0.12891651346215202,0.96971303480695,0.9920978001055716
FBgn0001079,376.75091808678957,-0.017178854975382414,0.1117491669386474,0.8536378252691444,0.9651904777551737
FBgn0001083,189.88300691065407,0.0459223351008704,0.14895791298299538,0.6598050422198062,0.9027712257760063
FBgn0001084,68.63257875517895,0.20884022207495279,0.20199708934717137,0.0983143551476214,0.3941572147849966
FBgn0001085,9.94534595265103,0.0602462188851282,0.20664653156852955,0.35223453417912,0.7433787340206549
FBgn0001086,1137.424190303093,0.0012687920343081322,0.09215679919191466,0.9887000375961377,0.9966029324103978
FBgn0001087,1704.4552673576954,0.06608802760999806,0.1018796142777706,0.4561623016144735,0.8129310237517692
FBgn0001089,51.927598670121135,0.058186672876040464,0.17304017397558275,0.5623407952504383,0.8605771899320362
FBgn0001090,41.44144951393481,0.3275824541176151,0.3229420707251573,0.03447399356160074,0.2042508614060006
FBgn0001091,4323.486436871301,0.6434714013648336,0.16425416011147637,8.631961970227613e-6,2.3325915415001435e-4
FBgn0001092,9128.372949295252,0.30027124028166446,0.14872511591024257,0.011644052071043728,0.0941821626698707
FBgn0001098,495.6390000226845,-0.21561400538957504,0.13291564497798777,0.043453161621490745,0.23746596465900688
FBgn0001099,0,NA,NA,NA,NA
FBgn0001104,6854.8502047645115,0.06205676473425017,0.07705322411429323,0.37679052233065996,0.7612239110475357
FBgn0001105,4157.902690050222,0.06442213032375825,0.08986790498157375,0.425495140108571,0.793391534277552
FBgn0001108,2258.1964457051567,-0.11427742875488453,0.10039691502195726,0.19135801423695628,0.5699981421245277
FBgn0001112,0.7821563859128207,0.007671223595678401,0.20517511841688318,0.6573930896353917,NA
FBgn0001114,39031.05359373638,-0.47749253710420536,0.12640113464122915,2.231594058858744e-5,5.321936203977458e-4
FBgn0001120,1.7835371640856443,0.02343122686300969,0.2051985204644561,0.46863123118455446,NA
FBgn0001122,996.402382796517,0.5823394618078207,0.18918869446913406,2.0730242021613001e-4,0.0035810036194941935
FBgn0001123,921.372808675609,-0.013975221489977808,0.1435855918017138,0.8888912099960654,0.9762789048294077
FBgn0001124,1265.563876310983,0.647198357213327,0.11593536795055939,2.3914978344438363e-9,1.3181746010646388e-7
FBgn0001125,2413.273561377238,-0.11624172333916545,0.11742337230514435,0.23028373353602152,0.6252690408122998
FBgn0001128,269.16084381131395,-0.27942896900439423,0.14232577450738645,0.014222039883615938,0.10859636509296831
FBgn0001133,485.0929515464538,-0.038830452992387264,0.1251382317994948,0.6957374587401611,0.9165278361972714
FBgn0001134,8.430523936870744,-0.024375817766140073,0.20019832656763956,0.6443655017155492,0.899269312429605
FBgn0001137,494.0578623339512,-1.21364677360927,0.16389058690711383,7.880551285224986e-15,1.024841067920743e-12
FBgn0001138,0.2848543360533047,-0.0072339947745009466,0.20583178704211824,0.6444441438887686,NA
FBgn0001139,3996.4721416337843,-0.08901936840840652,0.12153939148363106,0.36657981106805904,0.752954861060503
FBgn0001142,372.9839628339288,0.022581535631166386,0.1654793219826983,0.8190500751637392,0.957975516524424
FBgn0001145,423.4092667890083,0.08301554241756043,0.16746564534850603,0.43629824321805855,0.7991439873027952
FBgn0001147,0.12550451503307908,-0.005067517306345423,0.20573187001951126,0.8394799935341549,NA
FBgn0001148,0,NA,NA,NA,NA
FBgn0001149,2032.278566510307,-0.0522527815801325,0.09618901185839067,0.5376307737848733,0.8519289865199412
FBgn0001150,44.5738058912349,-0.11229840926048547,0.19312094256212767,0.2865085606268613,0.6887957106000482
FBgn0001168,2834.9187960339514,0.03883459200935954,0.1464599750370917,0.7084164568577895,0.9209856561117435
